nohup: 忽略输入
<class 'float'>
[#080630|200000]  4.02s
loss_gen_adv 0.028470397
loss_gen_sty 0.38241386
loss_gen_rec 0.19308788
loss_dis_adv 4.2584586
[#080640|200000]  4.02s
loss_gen_adv 0.4803127
loss_gen_sty 0.434489
loss_gen_rec 0.21356097
loss_dis_adv 3.7860415
[#080650|200000]  4.01s
loss_gen_adv 3.5851533
loss_gen_sty 0.3525335
loss_gen_rec 0.17949918
loss_dis_adv 2.0303016
[#080660|200000]  4.02s
loss_gen_adv 1.0833149
loss_gen_sty 0.4924799
loss_gen_rec 0.24873888
loss_dis_adv 3.1500008
[#080670|200000]  4.03s
loss_gen_adv 0.84042555
loss_gen_sty 0.4570281
loss_gen_rec 0.19975293
loss_dis_adv 3.3320315
[#080680|200000]  4.02s
loss_gen_adv 3.447377
loss_gen_sty 0.42575893
loss_gen_rec 0.26633322
loss_dis_adv 1.7114561
[#080690|200000]  4.02s
loss_gen_adv 2.359737
loss_gen_sty 0.37438905
loss_gen_rec 0.18344454
loss_dis_adv 2.3283262
[#080700|200000]  4.02s
loss_gen_adv 1.5589721
loss_gen_sty 0.39231434
loss_gen_rec 0.1653717
loss_dis_adv 2.8185608
[#080710|200000]  4.01s
loss_gen_adv 1.1848038
loss_gen_sty 0.41901553
loss_gen_rec 0.2206715
loss_dis_adv 3.089668
[#080720|200000]  4.03s
loss_gen_adv 1.8406172
loss_gen_sty 0.37130797
loss_gen_rec 0.16575336
loss_dis_adv 2.8636594
[#080730|200000]  4.02s
loss_gen_adv 1.8996924
loss_gen_sty 0.41464293
loss_gen_rec 0.2068862
loss_dis_adv 2.5126634
[#080740|200000]  4.01s
loss_gen_adv 1.1267126
loss_gen_sty 0.3694368
loss_gen_rec 0.18681432
loss_dis_adv 3.2807171
[#080750|200000]  4.01s
loss_gen_adv 0.37301648
loss_gen_sty 0.40491518
loss_gen_rec 0.2172021
loss_dis_adv 3.8230145
[#080760|200000]  4.02s
loss_gen_adv 1.8464541
loss_gen_sty 0.39931643
loss_gen_rec 0.18576244
loss_dis_adv 2.6288145
[#080770|200000]  4.02s
loss_gen_adv 0.29958734
loss_gen_sty 0.43573695
loss_gen_rec 0.19404899
loss_dis_adv 3.9756083
[#080780|200000]  4.03s
loss_gen_adv 1.8783286
loss_gen_sty 0.34318823
loss_gen_rec 0.16846769
loss_dis_adv 2.8472779
[#080790|200000]  4.01s
loss_gen_adv 2.0140567
loss_gen_sty 0.38245147
loss_gen_rec 0.28994745
loss_dis_adv 2.6570773
[#080800|200000]  4.04s
loss_gen_adv 1.8881199
loss_gen_sty 0.384891
loss_gen_rec 0.1641677
loss_dis_adv 2.6742415
[#080810|200000]  4.02s
loss_gen_adv 1.5131052
loss_gen_sty 0.4969977
loss_gen_rec 0.26457575
loss_dis_adv 2.7889392
[#080820|200000]  4.02s
loss_gen_adv 1.605542
loss_gen_sty 0.35887438
loss_gen_rec 0.1572132
loss_dis_adv 3.174049
[#080830|200000]  4.02s
loss_gen_adv 3.716052
loss_gen_sty 0.36153752
loss_gen_rec 0.1871987
loss_dis_adv 2.1364298
[#080840|200000]  4.02s
loss_gen_adv 0.7471397
loss_gen_sty 0.3463121
loss_gen_rec 0.18117338
loss_dis_adv 3.572852
[#080850|200000]  4.03s
loss_gen_adv 2.335041
loss_gen_sty 0.35975194
loss_gen_rec 0.1829494
loss_dis_adv 2.3089058
[#080860|200000]  4.01s
loss_gen_adv 2.0058882
loss_gen_sty 0.30222684
loss_gen_rec 0.1770286
loss_dis_adv 2.454184
[#080870|200000]  4.02s
loss_gen_adv 0.8389008
loss_gen_sty 0.37882152
loss_gen_rec 0.1698828
loss_dis_adv 3.3619642
[#080880|200000]  4.02s
loss_gen_adv 1.3045514
loss_gen_sty 0.38176045
loss_gen_rec 0.21055508
loss_dis_adv 3.5237417
[#080890|200000]  4.02s
loss_gen_adv 0.3736312
loss_gen_sty 0.54617596
loss_gen_rec 0.24244761
loss_dis_adv 3.781297
[#080900|200000]  4.02s
loss_gen_adv 1.261994
loss_gen_sty 0.41974157
loss_gen_rec 0.21520309
loss_dis_adv 3.5471573
[#080910|200000]  4.02s
loss_gen_adv 3.2580218
loss_gen_sty 0.44495633
loss_gen_rec 0.1999625
loss_dis_adv 1.8768024
[#080920|200000]  4.01s
loss_gen_adv 1.5276691
loss_gen_sty 0.38205978
loss_gen_rec 0.2125785
loss_dis_adv 3.1563706
[#080930|200000]  4.01s
loss_gen_adv -1.8694805
loss_gen_sty 0.36339664
loss_gen_rec 0.1916382
loss_dis_adv 6.07914
[#080940|200000]  4.02s
loss_gen_adv 2.4566338
loss_gen_sty 0.40048617
loss_gen_rec 0.20869403
loss_dis_adv 2.0731344
[#080950|200000]  4.02s
loss_gen_adv 0.7323301
loss_gen_sty 0.41107452
loss_gen_rec 0.18121724
loss_dis_adv 3.5126343
[#080960|200000]  4.00s
loss_gen_adv 0.8558726
loss_gen_sty 0.44162348
loss_gen_rec 0.17034549
loss_dis_adv 3.5079222
[#080970|200000]  4.02s
loss_gen_adv 0.3082674
loss_gen_sty 0.3891794
loss_gen_rec 0.19571742
loss_dis_adv 4.0126295
[#080980|200000]  4.01s
loss_gen_adv 1.8613944
loss_gen_sty 0.41928336
loss_gen_rec 0.25516912
loss_dis_adv 2.49053
[#080990|200000]  4.01s
loss_gen_adv 1.4424183
loss_gen_sty 0.34966534
loss_gen_rec 0.17051005
loss_dis_adv 2.8756642
[#081000|200000]  4.24s
loss_gen_adv 2.1287649
loss_gen_sty 0.3652265
loss_gen_rec 0.21183214
loss_dis_adv 2.5195303
[#081010|200000]  4.00s
loss_gen_adv 1.8807354
loss_gen_sty 0.38358843
loss_gen_rec 0.15867727
loss_dis_adv 2.655042
[#081020|200000]  4.01s
loss_gen_adv 0.9988173
loss_gen_sty 0.4854557
loss_gen_rec 0.26601312
loss_dis_adv 3.2659693
[#081030|200000]  4.02s
loss_gen_adv 3.6628757
loss_gen_sty 0.43628988
loss_gen_rec 0.2009261
loss_dis_adv 2.029755
[#081040|200000]  4.01s
loss_gen_adv 1.4255431
loss_gen_sty 0.4023444
loss_gen_rec 0.19639266
loss_dis_adv 3.0562074
[#081050|200000]  4.01s
loss_gen_adv 1.3577111
loss_gen_sty 0.42009217
loss_gen_rec 0.20293397
loss_dis_adv 2.971593
[#081060|200000]  4.02s
loss_gen_adv 1.0950897
loss_gen_sty 0.33519483
loss_gen_rec 0.24108356
loss_dis_adv 3.364423
[#081070|200000]  4.02s
loss_gen_adv -0.47663888
loss_gen_sty 0.3881526
loss_gen_rec 0.23812786
loss_dis_adv 4.779934
[#081080|200000]  4.02s
loss_gen_adv 1.1927124
loss_gen_sty 0.41418496
loss_gen_rec 0.1818399
loss_dis_adv 3.0954869
[#081090|200000]  4.02s
loss_gen_adv 1.3830843
loss_gen_sty 0.41579264
loss_gen_rec 0.17930125
loss_dis_adv 2.86411
[#081100|200000]  4.02s
loss_gen_adv 0.1098921
loss_gen_sty 0.43587345
loss_gen_rec 0.20264998
loss_dis_adv 4.0990324
[#081110|200000]  4.02s
loss_gen_adv 1.1930571
loss_gen_sty 0.34284464
loss_gen_rec 0.19032852
loss_dis_adv 3.1669002
[#081120|200000]  4.02s
loss_gen_adv 1.6089699
loss_gen_sty 0.40486348
loss_gen_rec 0.16245279
loss_dis_adv 2.8191915
[#081130|200000]  4.01s
loss_gen_adv 0.8278172
loss_gen_sty 0.44024557
loss_gen_rec 0.2221283
loss_dis_adv 3.3840868
[#081140|200000]  4.01s
loss_gen_adv 2.4262807
loss_gen_sty 0.3770221
loss_gen_rec 0.18210667
loss_dis_adv 2.4037578
[#081150|200000]  4.01s
loss_gen_adv 1.222368
loss_gen_sty 0.4118834
loss_gen_rec 0.22546048
loss_dis_adv 3.4997537
[#081160|200000]  4.02s
loss_gen_adv -0.5865632
loss_gen_sty 0.44324547
loss_gen_rec 0.25861505
loss_dis_adv 4.792552
[#081170|200000]  4.00s
loss_gen_adv 0.7087754
loss_gen_sty 0.35498837
loss_gen_rec 0.16282773
loss_dis_adv 4.047739
[#081180|200000]  4.01s
loss_gen_adv 1.1685983
loss_gen_sty 0.3397023
loss_gen_rec 0.1791257
loss_dis_adv 3.253825
[#081190|200000]  4.02s
loss_gen_adv 2.4809291
loss_gen_sty 0.39668876
loss_gen_rec 0.2127058
loss_dis_adv 2.3105767
[#081200|200000]  4.02s
loss_gen_adv 0.54362273
loss_gen_sty 0.3348132
loss_gen_rec 0.21002702
loss_dis_adv 3.7021208
[#081210|200000]  4.02s
loss_gen_adv 0.9038003
loss_gen_sty 0.46547115
loss_gen_rec 0.21483043
loss_dis_adv 3.3479881
[#081220|200000]  4.02s
loss_gen_adv 2.4863796
loss_gen_sty 0.37305355
loss_gen_rec 0.17081057
loss_dis_adv 2.020942
[#081230|200000]  4.01s
loss_gen_adv 0.7636933
loss_gen_sty 0.37516382
loss_gen_rec 0.16792336
loss_dis_adv 3.6774094
[#081240|200000]  4.11s
loss_gen_adv 3.046416
loss_gen_sty 0.32533294
loss_gen_rec 0.19776516
loss_dis_adv 1.9490572
[#081250|200000]  4.02s
loss_gen_adv 2.7349744
loss_gen_sty 0.3468901
loss_gen_rec 0.16270305
loss_dis_adv 2.4120727
[#081260|200000]  4.02s
loss_gen_adv 1.511903
loss_gen_sty 0.41375673
loss_gen_rec 0.14724644
loss_dis_adv 2.7854304
[#081270|200000]  4.02s
loss_gen_adv 3.6658018
loss_gen_sty 0.374472
loss_gen_rec 0.1636892
loss_dis_adv 2.064499
[#081280|200000]  4.02s
loss_gen_adv 1.3685497
loss_gen_sty 0.4344121
loss_gen_rec 0.22861277
loss_dis_adv 3.024866
[#081290|200000]  4.01s
loss_gen_adv -0.52447
loss_gen_sty 0.4744239
loss_gen_rec 0.21750575
loss_dis_adv 4.724002
[#081300|200000]  4.02s
loss_gen_adv 1.3914102
loss_gen_sty 0.46345603
loss_gen_rec 0.25238135
loss_dis_adv 3.0467324
[#081310|200000]  4.02s
loss_gen_adv 1.3430303
loss_gen_sty 0.3860864
loss_gen_rec 0.1885491
loss_dis_adv 3.1722956
[#081320|200000]  4.02s
loss_gen_adv 0.55653137
loss_gen_sty 0.35365796
loss_gen_rec 0.16725627
loss_dis_adv 3.719327
[#081330|200000]  4.02s
loss_gen_adv 1.6520982
loss_gen_sty 0.453569
loss_gen_rec 0.20475687
loss_dis_adv 2.8226664
[#081340|200000]  4.12s
loss_gen_adv 1.643157
loss_gen_sty 0.47394294
loss_gen_rec 0.2904661
loss_dis_adv 3.1568213
[#081350|200000]  4.03s
loss_gen_adv -0.20393266
loss_gen_sty 0.40890753
loss_gen_rec 0.1754087
loss_dis_adv 4.5101686
[#081360|200000]  4.02s
loss_gen_adv 1.8944707
loss_gen_sty 0.37274182
loss_gen_rec 0.1991043
loss_dis_adv 2.7843637
[#081370|200000]  4.03s
loss_gen_adv 2.486903
loss_gen_sty 0.32030034
loss_gen_rec 0.19316949
loss_dis_adv 2.2170858
[#081380|200000]  4.02s
loss_gen_adv -0.16200894
loss_gen_sty 0.41198543
loss_gen_rec 0.22607478
loss_dis_adv 4.32992
[#081390|200000]  4.16s
loss_gen_adv -0.040025562
loss_gen_sty 0.42241776
loss_gen_rec 0.20122302
loss_dis_adv 4.2357635
[#081400|200000]  4.01s
loss_gen_adv 0.39564192
loss_gen_sty 0.4627022
loss_gen_rec 0.29778004
loss_dis_adv 3.883643
[#081410|200000]  4.01s
loss_gen_adv 1.4498432
loss_gen_sty 0.39924473
loss_gen_rec 0.25184816
loss_dis_adv 2.9141243
[#081420|200000]  4.01s
loss_gen_adv -0.045436144
loss_gen_sty 0.4692129
loss_gen_rec 0.19713606
loss_dis_adv 4.3028407
[#081430|200000]  4.02s
loss_gen_adv 2.5918856
loss_gen_sty 0.40800002
loss_gen_rec 0.18770012
loss_dis_adv 2.296672
[#081440|200000]  4.02s
loss_gen_adv 1.2385443
loss_gen_sty 0.40838933
loss_gen_rec 0.19251624
loss_dis_adv 3.5502887
[#081450|200000]  4.02s
loss_gen_adv 1.6982032
loss_gen_sty 0.38940263
loss_gen_rec 0.21266818
loss_dis_adv 3.055996
[#081460|200000]  4.01s
loss_gen_adv 1.0529699
loss_gen_sty 0.40648603
loss_gen_rec 0.22232348
loss_dis_adv 3.2718296
[#081470|200000]  4.01s
loss_gen_adv 2.7774982
loss_gen_sty 0.4442994
loss_gen_rec 0.2549979
loss_dis_adv 2.0618749
[#081480|200000]  4.01s
loss_gen_adv 1.246809
loss_gen_sty 0.36649823
loss_gen_rec 0.19506386
loss_dis_adv 3.2932541
[#081490|200000]  4.01s
loss_gen_adv -0.46502626
loss_gen_sty 0.44342476
loss_gen_rec 0.2293467
loss_dis_adv 4.6469254
[#081500|200000]  4.01s
loss_gen_adv 2.790149
loss_gen_sty 0.39060676
loss_gen_rec 0.17931819
loss_dis_adv 2.4342585
[#081510|200000]  4.01s
loss_gen_adv 1.0378836
loss_gen_sty 0.41313916
loss_gen_rec 0.2103967
loss_dis_adv 3.286448
[#081520|200000]  4.01s
loss_gen_adv 1.3479875
loss_gen_sty 0.44711077
loss_gen_rec 0.21869774
loss_dis_adv 3.0561886
[#081530|200000]  4.02s
loss_gen_adv 0.3886279
loss_gen_sty 0.42417985
loss_gen_rec 0.18176246
loss_dis_adv 4.0999746
[#081540|200000]  4.01s
loss_gen_adv 0.64057964
loss_gen_sty 0.42247832
loss_gen_rec 0.19699791
loss_dis_adv 3.599026
[#081550|200000]  4.01s
loss_gen_adv 1.8185754
loss_gen_sty 0.33776218
loss_gen_rec 0.18582416
loss_dis_adv 2.8723323
[#081560|200000]  4.02s
loss_gen_adv 0.8920125
loss_gen_sty 0.3424536
loss_gen_rec 0.15421417
loss_dis_adv 3.3711054
[#081570|200000]  4.01s
loss_gen_adv 1.3708464
loss_gen_sty 0.34195438
loss_gen_rec 0.19986264
loss_dis_adv 2.904882
[#081580|200000]  4.01s
loss_gen_adv 1.6265621
loss_gen_sty 0.3950833
loss_gen_rec 0.17966083
loss_dis_adv 2.9106705
[#081590|200000]  4.01s
loss_gen_adv -0.25322527
loss_gen_sty 0.48713353
loss_gen_rec 0.27376541
loss_dis_adv 4.4758763
[#081600|200000]  4.01s
loss_gen_adv 1.9107702
loss_gen_sty 0.4148602
loss_gen_rec 0.17272821
loss_dis_adv 2.4260635
[#081610|200000]  4.01s
loss_gen_adv 0.33209434
loss_gen_sty 0.4202076
loss_gen_rec 0.24054441
loss_dis_adv 3.9339023
[#081620|200000]  4.01s
loss_gen_adv 1.9605051
loss_gen_sty 0.36087584
loss_gen_rec 0.2426193
loss_dis_adv 2.9751449
[#081630|200000]  4.01s
loss_gen_adv 1.3484464
loss_gen_sty 0.37146965
loss_gen_rec 0.1968803
loss_dis_adv 3.261271
[#081640|200000]  4.02s
loss_gen_adv 0.90368307
loss_gen_sty 0.4356497
loss_gen_rec 0.20342116
loss_dis_adv 3.658893
[#081650|200000]  4.02s
loss_gen_adv 0.22299048
loss_gen_sty 0.41344208
loss_gen_rec 0.1763118
loss_dis_adv 4.051563
[#081660|200000]  4.11s
loss_gen_adv 2.8137608
loss_gen_sty 0.4187191
loss_gen_rec 0.20026404
loss_dis_adv 2.926418
[#081670|200000]  4.02s
loss_gen_adv 0.26016915
loss_gen_sty 0.45333427
loss_gen_rec 0.19189459
loss_dis_adv 3.908506
[#081680|200000]  4.01s
loss_gen_adv 0.10731101
loss_gen_sty 0.39038724
loss_gen_rec 0.20285672
loss_dis_adv 4.1137633
[#081690|200000]  4.01s
loss_gen_adv 0.9828651
loss_gen_sty 0.34163585
loss_gen_rec 0.23751828
loss_dis_adv 3.310728
[#081700|200000]  4.02s
loss_gen_adv 0.9790682
loss_gen_sty 0.4406946
loss_gen_rec 0.15639499
loss_dis_adv 3.4566789
[#081710|200000]  4.01s
loss_gen_adv 1.3744576
loss_gen_sty 0.3641537
loss_gen_rec 0.20402178
loss_dis_adv 3.0263467
[#081720|200000]  4.01s
loss_gen_adv 1.5563891
loss_gen_sty 0.38523117
loss_gen_rec 0.19873893
loss_dis_adv 2.79039
[#081730|200000]  4.01s
loss_gen_adv 0.60148925
loss_gen_sty 0.4403474
loss_gen_rec 0.19109803
loss_dis_adv 3.6666942
[#081740|200000]  4.01s
loss_gen_adv -0.11889562
loss_gen_sty 0.40229568
loss_gen_rec 0.16691469
loss_dis_adv 4.4235706
[#081750|200000]  4.01s
loss_gen_adv -0.33991307
loss_gen_sty 0.42257136
loss_gen_rec 0.17666857
loss_dis_adv 4.5486236
[#081760|200000]  4.01s
loss_gen_adv -0.6362513
loss_gen_sty 0.4436533
loss_gen_rec 0.2641042
loss_dis_adv 4.8262863
[#081770|200000]  4.01s
loss_gen_adv 2.5267463
loss_gen_sty 0.34574127
loss_gen_rec 0.2200752
loss_dis_adv 2.1494312
[#081780|200000]  4.01s
loss_gen_adv 0.5116472
loss_gen_sty 0.39275485
loss_gen_rec 0.27257746
loss_dis_adv 3.7541337
[#081790|200000]  4.01s
loss_gen_adv 1.3199426
loss_gen_sty 0.45638612
loss_gen_rec 0.19778612
loss_dis_adv 3.079764
[#081800|200000]  4.01s
loss_gen_adv -0.030977182
loss_gen_sty 0.34386107
loss_gen_rec 0.18700168
loss_dis_adv 4.252852
[#081810|200000]  4.01s
loss_gen_adv 2.5309522
loss_gen_sty 0.37639004
loss_gen_rec 0.18733923
loss_dis_adv 2.2962625
[#081820|200000]  4.01s
loss_gen_adv 1.374878
loss_gen_sty 0.35992232
loss_gen_rec 0.3095925
loss_dis_adv 2.9511151
[#081830|200000]  4.02s
loss_gen_adv 0.6302492
loss_gen_sty 0.3665261
loss_gen_rec 0.18634358
loss_dis_adv 3.6029744
[#081840|200000]  4.01s
loss_gen_adv 1.6736484
loss_gen_sty 0.36763102
loss_gen_rec 0.17596415
loss_dis_adv 3.2025886
[#081850|200000]  4.01s
loss_gen_adv 1.9001868
loss_gen_sty 0.41816255
loss_gen_rec 0.25126457
loss_dis_adv 2.6499267
[#081860|200000]  4.01s
loss_gen_adv 2.0585494
loss_gen_sty 0.39055204
loss_gen_rec 0.19059244
loss_dis_adv 2.5511756
[#081870|200000]  4.01s
loss_gen_adv 0.5295633
loss_gen_sty 0.3830794
loss_gen_rec 0.18492618
loss_dis_adv 3.7423515
[#081880|200000]  4.01s
loss_gen_adv 1.2410731
loss_gen_sty 0.38974285
loss_gen_rec 0.1747531
loss_dis_adv 3.1031156
[#081890|200000]  4.01s
loss_gen_adv 2.7576559
loss_gen_sty 0.3730086
loss_gen_rec 0.1854808
loss_dis_adv 2.2992256
[#081900|200000]  4.01s
loss_gen_adv 0.025208294
loss_gen_sty 0.41814128
loss_gen_rec 0.21353713
loss_dis_adv 4.3242188
[#081910|200000]  4.02s
loss_gen_adv 3.8349164
loss_gen_sty 0.40846464
loss_gen_rec 0.23031983
loss_dis_adv 1.9193527
[#081920|200000]  4.01s
loss_gen_adv 2.2002654
loss_gen_sty 0.47567368
loss_gen_rec 0.24879973
loss_dis_adv 2.4400458
[#081930|200000]  4.01s
loss_gen_adv 1.0099992
loss_gen_sty 0.45816
loss_gen_rec 0.28751957
loss_dis_adv 3.3168523
[#081940|200000]  4.02s
loss_gen_adv 2.4313536
loss_gen_sty 0.3690525
loss_gen_rec 0.16520551
loss_dis_adv 2.341197
[#081950|200000]  4.00s
loss_gen_adv 1.7094586
loss_gen_sty 0.45332792
loss_gen_rec 0.25692356
loss_dis_adv 2.929916
[#081960|200000]  4.01s
loss_gen_adv 1.5707924
loss_gen_sty 0.3318747
loss_gen_rec 0.18975994
loss_dis_adv 2.9686322
[#081970|200000]  4.01s
loss_gen_adv 1.5134557
loss_gen_sty 0.4298395
loss_gen_rec 0.22231132
loss_dis_adv 2.7539852
[#081980|200000]  4.02s
loss_gen_adv 0.92946804
loss_gen_sty 0.42969203
loss_gen_rec 0.23520863
loss_dis_adv 3.5292964
[#081990|200000]  4.02s
loss_gen_adv 1.3044547
loss_gen_sty 0.38321924
loss_gen_rec 0.19601718
loss_dis_adv 2.9982567
[#082000|200000]  4.22s
loss_gen_adv 0.53248394
loss_gen_sty 0.43188736
loss_gen_rec 0.21911636
loss_dis_adv 3.68568
[#082010|200000]  4.02s
loss_gen_adv 0.59366107
loss_gen_sty 0.4403109
loss_gen_rec 0.26366636
loss_dis_adv 3.6115239
[#082020|200000]  4.01s
loss_gen_adv 2.746211
loss_gen_sty 0.36234272
loss_gen_rec 0.19672588
loss_dis_adv 2.0252028
[#082030|200000]  4.01s
loss_gen_adv 1.0999625
loss_gen_sty 0.40833354
loss_gen_rec 0.26092345
loss_dis_adv 3.1921554
[#082040|200000]  4.02s
loss_gen_adv 2.0610766
loss_gen_sty 0.4189729
loss_gen_rec 0.22810078
loss_dis_adv 2.4961407
[#082050|200000]  4.01s
loss_gen_adv 1.5765115
loss_gen_sty 0.31895757
loss_gen_rec 0.2404853
loss_dis_adv 3.012188
[#082060|200000]  4.01s
loss_gen_adv 1.1925167
loss_gen_sty 0.37672433
loss_gen_rec 0.18122314
loss_dis_adv 3.0943184
[#082070|200000]  4.01s
loss_gen_adv 2.2831316
loss_gen_sty 0.4366611
loss_gen_rec 0.20891464
loss_dis_adv 2.5965183
[#082080|200000]  4.02s
loss_gen_adv 2.7417126
loss_gen_sty 0.3702101
loss_gen_rec 0.21443509
loss_dis_adv 2.1242766
[#082090|200000]  4.02s
loss_gen_adv 2.6438742
loss_gen_sty 0.46150073
loss_gen_rec 0.17479359
loss_dis_adv 2.4225173
[#082100|200000]  4.01s
loss_gen_adv 0.4489255
loss_gen_sty 0.4129078
loss_gen_rec 0.21273884
loss_dis_adv 3.7910552
[#082110|200000]  4.01s
loss_gen_adv 0.13998893
loss_gen_sty 0.39780372
loss_gen_rec 0.18923551
loss_dis_adv 3.9892654
[#082120|200000]  4.01s
loss_gen_adv 1.8822036
loss_gen_sty 0.41595113
loss_gen_rec 0.21824561
loss_dis_adv 2.580711
[#082130|200000]  4.01s
loss_gen_adv 0.080345646
loss_gen_sty 0.39341152
loss_gen_rec 0.18025613
loss_dis_adv 4.187149
[#082140|200000]  4.02s
loss_gen_adv 1.8295997
loss_gen_sty 0.49478608
loss_gen_rec 0.27804515
loss_dis_adv 2.6139584
[#082150|200000]  4.02s
loss_gen_adv 0.8092518
loss_gen_sty 0.4205002
loss_gen_rec 0.23193017
loss_dis_adv 3.3763494
[#082160|200000]  4.02s
loss_gen_adv 2.1062503
loss_gen_sty 0.4264149
loss_gen_rec 0.26896882
loss_dis_adv 2.2233658
[#082170|200000]  4.01s
loss_gen_adv 2.872952
loss_gen_sty 0.37757432
loss_gen_rec 0.18623227
loss_dis_adv 2.3592489
[#082180|200000]  4.01s
loss_gen_adv 1.7323694
loss_gen_sty 0.36561787
loss_gen_rec 0.20752563
loss_dis_adv 2.634583
[#082190|200000]  4.01s
loss_gen_adv 0.83807594
loss_gen_sty 0.37778693
loss_gen_rec 0.1961222
loss_dis_adv 3.5939193
[#082200|200000]  4.02s
loss_gen_adv 0.14471418
loss_gen_sty 0.39136767
loss_gen_rec 0.16832507
loss_dis_adv 4.25207
[#082210|200000]  4.01s
loss_gen_adv 1.5904974
loss_gen_sty 0.3637113
loss_gen_rec 0.1948576
loss_dis_adv 2.7680373
[#082220|200000]  4.01s
loss_gen_adv 1.8976911
loss_gen_sty 0.47307396
loss_gen_rec 0.22358963
loss_dis_adv 2.9190445
[#082230|200000]  4.02s
loss_gen_adv 1.6895103
loss_gen_sty 0.40676904
loss_gen_rec 0.20497137
loss_dis_adv 2.5743034
[#082240|200000]  4.02s
loss_gen_adv 2.5357099
loss_gen_sty 0.4575005
loss_gen_rec 0.19309843
loss_dis_adv 2.295609
[#082250|200000]  4.01s
loss_gen_adv 0.9161693
loss_gen_sty 0.42567402
loss_gen_rec 0.17863886
loss_dis_adv 3.2357244
[#082260|200000]  4.02s
loss_gen_adv 0.23124672
loss_gen_sty 0.38151348
loss_gen_rec 0.18724081
loss_dis_adv 4.0393753
[#082270|200000]  4.02s
loss_gen_adv 1.6781524
loss_gen_sty 0.348283
loss_gen_rec 0.21457249
loss_dis_adv 2.7689147
[#082280|200000]  4.01s
loss_gen_adv 1.0129453
loss_gen_sty 0.32949713
loss_gen_rec 0.20166133
loss_dis_adv 3.273468
[#082290|200000]  4.11s
loss_gen_adv 1.909014
loss_gen_sty 0.44984332
loss_gen_rec 0.20079222
loss_dis_adv 2.403316
[#082300|200000]  4.01s
loss_gen_adv 1.6358349
loss_gen_sty 0.34169006
loss_gen_rec 0.20015022
loss_dis_adv 2.9950185
[#082310|200000]  4.02s
loss_gen_adv 0.62342286
loss_gen_sty 0.4540485
loss_gen_rec 0.27526897
loss_dis_adv 3.5542688
[#082320|200000]  4.02s
loss_gen_adv 1.1949757
loss_gen_sty 0.41716975
loss_gen_rec 0.19747254
loss_dis_adv 3.1806881
[#082330|200000]  4.02s
loss_gen_adv -0.48085105
loss_gen_sty 0.42498937
loss_gen_rec 0.17040026
loss_dis_adv 4.816559
[#082340|200000]  4.01s
loss_gen_adv 1.3990626
loss_gen_sty 0.373797
loss_gen_rec 0.18076757
loss_dis_adv 3.1215587
[#082350|200000]  4.01s
loss_gen_adv 1.834254
loss_gen_sty 0.40997344
loss_gen_rec 0.1747312
loss_dis_adv 2.782074
[#082360|200000]  4.01s
loss_gen_adv 0.5102463
loss_gen_sty 0.46073872
loss_gen_rec 0.21426043
loss_dis_adv 3.6687665
[#082370|200000]  4.01s
loss_gen_adv 2.1536705
loss_gen_sty 0.35780922
loss_gen_rec 0.19449893
loss_dis_adv 2.408754
[#082380|200000]  4.02s
loss_gen_adv 1.6588417
loss_gen_sty 0.40278813
loss_gen_rec 0.22064285
loss_dis_adv 2.8049693
[#082390|200000]  4.01s
loss_gen_adv 1.6897694
loss_gen_sty 0.41242933
loss_gen_rec 0.20652136
loss_dis_adv 3.1568186
[#082400|200000]  4.01s
loss_gen_adv 1.099703
loss_gen_sty 0.40168723
loss_gen_rec 0.20533141
loss_dis_adv 3.238627
[#082410|200000]  4.02s
loss_gen_adv 0.93599737
loss_gen_sty 0.3878911
loss_gen_rec 0.21833313
loss_dis_adv 3.2503986
[#082420|200000]  4.01s
loss_gen_adv 2.929092
loss_gen_sty 0.4349132
loss_gen_rec 0.2188559
loss_dis_adv 1.9477373
[#082430|200000]  4.16s
loss_gen_adv 0.8412788
loss_gen_sty 0.33612442
loss_gen_rec 0.19178577
loss_dis_adv 3.5451999
[#082440|200000]  4.03s
loss_gen_adv 1.108969
loss_gen_sty 0.44732952
loss_gen_rec 0.1822299
loss_dis_adv 3.3238854
[#082450|200000]  4.02s
loss_gen_adv 1.3404102
loss_gen_sty 0.3931989
loss_gen_rec 0.22887076
loss_dis_adv 3.2707636
[#082460|200000]  4.01s
loss_gen_adv -0.08266872
loss_gen_sty 0.38421595
loss_gen_rec 0.23468545
loss_dis_adv 4.494787
[#082470|200000]  4.02s
loss_gen_adv 1.1317556
loss_gen_sty 0.4468748
loss_gen_rec 0.17181146
loss_dis_adv 3.139118
[#082480|200000]  4.01s
loss_gen_adv 1.461479
loss_gen_sty 0.3910076
loss_gen_rec 0.2010719
loss_dis_adv 3.2023218
[#082490|200000]  4.02s
loss_gen_adv 1.5672283
loss_gen_sty 0.4587565
loss_gen_rec 0.23714286
loss_dis_adv 2.7096777
[#082500|200000]  4.03s
loss_gen_adv -0.17337078
loss_gen_sty 0.44727874
loss_gen_rec 0.21797852
loss_dis_adv 4.4182677
[#082510|200000]  4.02s
loss_gen_adv 1.9871655
loss_gen_sty 0.42812654
loss_gen_rec 0.22661379
loss_dis_adv 2.7424445
[#082520|200000]  4.02s
loss_gen_adv 1.1600928
loss_gen_sty 0.4245491
loss_gen_rec 0.22518662
loss_dis_adv 3.3350492
